customer_id,customer_name,city,signup_date,signup_channel,customer_segment
CUST_00383,Stephanie Franklin,Sharjah,3/29/2025,Referral,Regular
CUST_00384,Benjamin Wright,Dubai,8/2/2025,App,Regular
CUST_00385,Morgan Castaneda MD,Abu Dhabi,2/19/2025,Referral,Regular
CUST_00386,Nina Ramsey,Sharjah,4/23/2025,App,Regular
CUST_00387,Darren Cruz,Abu Dhabi,10/22/2025,Call Center,Regular
CUST_00388,Brian Brown,Abu Dhabi,9/2/2025,Referral,Regular
CUST_00389,Sandra Robinson,Sharjah,4/10/2025,Call Center,Regular
CUST_00390,Erin Solis,Abu Dhabi,4/19/2025,App,Regular
CUST_00391,Kimberly Rodriguez,Abu Dhabi,2/12/2025,Referral,VIP
CUST_00392,Cynthia Lucas,Dubai,12/26/2025,Call Center,Premium
CUST_00393,Rebekah Williams,Dubai,2/1/2025,App,Premium
CUST_00394,Angela Wade,Sharjah,7/17/2025,Web,Regular
CUST_00395,Colton Davis,Abu Dhabi,2/8/2025,Web,Premium
CUST_00396,Cheryl Campbell,Sharjah,1/12/2025,Referral,Regular
CUST_00397,Nancy Myers,Sharjah,12/2/2025,Referral,Regular
CUST_00398,Kirsten Mckinney,Dubai,9/23/2025,App,Regular
CUST_00399,Stacey Scott,Dubai,6/14/2025,Referral,Regular
CUST_00400,Jason Gray,Sharjah,9/28/2025,Call Center,Regular
CUST_00401,Laura Bell,Sharjah,2/2/2025,Call Center,Regular
CUST_00402,Scott Gill,Sharjah,5/25/2025,Referral,Premium
CUST_00403,Teresa Kline,Ajman,6/20/2025,Call Center,VIP
CUST_00404,Calvin Allen,Abu Dhabi,4/24/2025,Call Center,VIP
CUST_00405,Holly Ramos,Abu Dhabi,11/22/2025,Referral,Regular
CUST_00406,Maureen Miller,Abu Dhabi,10/3/2025,Call Center,Regular
CUST_00407,Corey Ruiz,Dubai,1/30/2025,Call Center,Regular
CUST_00408,Kimberly Barnes,Abu Dhabi,5/30/2025,Web,Regular
CUST_00409,Ashley Love,Dubai,12/13/2025,Call Center,Regular
CUST_00410,Karen Alvarez,Abu Dhabi,2/10/2025,App,Regular
CUST_00411,Samuel Morales,Abu Dhabi,7/1/2025,Web,VIP
CUST_00412,Matthew Douglas,Dubai,2/26/2025,Referral,Regular
CUST_00413,Michael Perry,Dubai,2/7/2025,Call Center,Regular
CUST_00414,Cassandra Miranda,Ajman,12/18/2025,Web,Regular
CUST_00415,Gregory Parks,Ajman,6/27/2025,Referral,Premium
CUST_00416,John Parsons,Abu Dhabi,4/7/2025,Call Center,Regular
CUST_00417,Todd Harris DDS,Abu Dhabi,8/29/2025,App,Regular
CUST_00418,Margaret Davis,Dubai,4/13/2025,Referral,VIP
CUST_00419,Keith May,Dubai,8/23/2025,Referral,Regular
CUST_00420,Heather Nunez,Abu Dhabi,1/13/2025,Referral,Regular
CUST_00421,Jason Estrada,Dubai,11/27/2025,Referral,Regular
CUST_00422,Mark Ballard,Sharjah,11/20/2025,Call Center,Regular
CUST_00423,Ashley Hampton,Sharjah,3/28/2025,Call Center,Premium
CUST_00424,Larry Arellano,Ajman,1/4/2025,Web,Premium
CUST_00425,Mark Cruz,Abu Dhabi,11/2/2025,Web,Premium
CUST_00426,Kevin Pratt,Dubai,4/26/2025,App,Regular
CUST_00427,Vickie Knight,Abu Dhabi,5/9/2025,Web,Regular
CUST_00428,Kent Mitchell,Dubai,7/29/2025,Referral,VIP
CUST_00429,Samantha Terry,Sharjah,4/9/2025,Referral,Premium
CUST_00430,Troy Robinson,Sharjah,11/27/2025,Web,VIP
CUST_00431,Jodi Hardy MD,Abu Dhabi,5/18/2025,Referral,Regular
CUST_00432,Jennifer Duncan,Dubai,3/27/2025,Web,Premium
CUST_00433,Jason Shaw,Dubai,4/21/2025,App,Premium
CUST_00434,Zachary Browning,Abu Dhabi,8/1/2025,Web,Regular
CUST_00435,Sean Day,Ajman,9/10/2025,Call Center,VIP
CUST_00436,Mary Jones,Abu Dhabi,8/11/2025,App,Regular
CUST_00437,Scott Thompson,Abu Dhabi,3/27/2025,Call Center,Regular
CUST_00438,John Hart,Dubai,4/5/2025,App,Regular
CUST_00439,Susan Lawson,Dubai,3/12/2025,Web,Regular
CUST_00440,Elizabeth Mcdaniel,Abu Dhabi,2/28/2025,Call Center,Premium
CUST_00441,Lauren Powers,Abu Dhabi,12/20/2025,App,Regular
CUST_00442,Lisa Potter,Abu Dhabi,3/14/2025,Call Center,Regular
CUST_00443,Lindsey Brown,Sharjah,6/4/2025,App,Regular
CUST_00444,Morgan Casey,Abu Dhabi,8/8/2025,Call Center,Regular
CUST_00445,Joshua Santiago MD,Sharjah,1/18/2025,Referral,Regular
CUST_00446,Erica Jennings,Dubai,12/4/2025,Web,Regular
CUST_00447,Alexandra Adams,Abu Dhabi,9/21/2025,Call Center,Regular
CUST_00448,Billy Oneal,Dubai,7/24/2025,Call Center,VIP
CUST_00449,Christopher Horton,Dubai,6/28/2025,App,Regular
CUST_00450,Christine Arnold,Abu Dhabi,8/20/2025,Referral,Regular
CUST_00451,Samuel Mccarthy,Dubai,8/8/2025,Referral,Premium
CUST_00452,Daniel Marks,Abu Dhabi,10/14/2025,Call Center,VIP
CUST_00453,Veronica Burns,Sharjah,9/28/2025,Web,Regular
CUST_00454,Natasha Sanchez,Abu Dhabi,4/23/2025,Call Center,Regular
CUST_00455,Jeremiah Humphrey V,Dubai,6/16/2025,Referral,VIP
CUST_00456,Joseph Becker,Dubai,7/7/2025,App,Regular
CUST_00457,Christopher Davenport,Abu Dhabi,2/3/2025,Referral,Regular
CUST_00458,Penny Campbell,Dubai,11/9/2025,Referral,Regular
CUST_00459,Donna Thompson,Dubai,6/30/2025,Referral,Regular
CUST_00460,Sandra Steele,Abu Dhabi,3/18/2025,Web,Regular
CUST_00461,Mrs. Andrea Mathews,Dubai,6/20/2025,Referral,Premium
CUST_00462,Daniel Fernandez,Dubai,2/18/2025,App,Regular
CUST_00463,Kevin Garcia,Dubai,6/26/2025,Call Center,Regular
CUST_00464,Matthew Jackson,Dubai,10/22/2025,Web,Regular
CUST_00465,Beth Smith,Abu Dhabi,12/14/2025,App,Regular
CUST_00466,Shawn Fry,Sharjah,5/6/2025,Referral,Regular
CUST_00467,Jessica Mays,Ajman,10/24/2025,Call Center,VIP
CUST_00468,Brian Ward,Dubai,6/16/2025,Call Center,Regular
CUST_00469,Annette Freeman,Abu Dhabi,4/18/2025,Referral,Premium
CUST_00470,Karen West,Dubai,12/26/2025,Call Center,Regular
CUST_00471,Kyle Olson,Dubai,6/4/2025,Call Center,Premium
CUST_00472,Michael Stone,Sharjah,1/16/2025,App,Regular
CUST_00473,Loretta Riley,Dubai,2/2/2025,Web,Premium
CUST_00474,Diana Lee,Abu Dhabi,10/8/2025,Referral,Regular
CUST_00475,Terri Hudson,Sharjah,12/18/2025,App,Regular
CUST_00476,Michael Bennett,Abu Dhabi,6/3/2025,Web,Regular
CUST_00477,Christopher Ashley,Dubai,4/22/2025,Referral,Premium
CUST_00478,Erin Frye,Sharjah,12/3/2025,Web,Regular
CUST_00479,Benjamin Cooper,Abu Dhabi,1/29/2025,Referral,Regular
CUST_00480,Kathryn Morris,Dubai,10/7/2025,Referral,VIP
CUST_00481,Barbara Suarez,Dubai,7/6/2025,Call Center,Regular
CUST_00482,Margaret Rich,Dubai,8/30/2025,Call Center,Regular
CUST_00483,Shannon Arnold,Dubai,8/4/2025,Call Center,Premium
CUST_00484,Robert Meyer,Sharjah,4/28/2025,Call Center,Regular
CUST_00485,Audrey Hamilton,Abu Dhabi,8/16/2025,Call Center,Regular
CUST_00486,Jordan Moore,Sharjah,6/23/2025,Referral,Premium
CUST_00487,Julie Jimenez,Ras Al Khaimah,10/21/2025,Call Center,Regular
CUST_00488,Angel Garcia,Ras Al Khaimah,11/24/2025,Call Center,VIP
CUST_00489,Hunter Green MD,Sharjah,5/3/2025,Web,Regular
CUST_00490,Daniel Sweeney,Abu Dhabi,3/22/2025,Call Center,Regular
CUST_00491,Robert Trujillo,Abu Dhabi,3/9/2025,Web,Regular
CUST_00492,Sara Keith,Sharjah,4/7/2025,Web,Regular
CUST_00493,Barbara Montgomery,Dubai,6/6/2025,Call Center,Premium
CUST_00494,Stephen Johnson,Dubai,10/25/2025,App,VIP
CUST_00495,Victoria Erickson,Ras Al Khaimah,10/15/2025,Referral,Regular
CUST_00496,Kelly Bradley,Ajman,5/5/2025,Referral,Regular
CUST_00497,Stanley Barajas,Sharjah,8/9/2025,Call Center,Regular
CUST_00498,Dennis Lopez,Dubai,11/19/2025,Web,Regular
CUST_00499,Stephanie Ramirez,Sharjah,12/15/2025,Web,Regular
CUST_00500,Brendan Lee,Sharjah,12/16/2025,Referral,Premium
CUST_00501,Tommy Simmons,Dubai,8/8/2025,App,Regular
CUST_00502,Heidi West,Abu Dhabi,11/10/2025,Call Center,Regular
CUST_00503,Margaret Calderon,Ras Al Khaimah,3/31/2025,Referral,Premium
CUST_00504,Vanessa Johnson,Dubai,4/20/2025,Referral,Regular
CUST_00505,Sarah Williams,Sharjah,7/18/2025,Web,Premium
CUST_00506,Thomas Douglas,Abu Dhabi,9/30/2025,App,Premium
CUST_00507,Brenda Walters,Sharjah,3/19/2025,Web,Regular
CUST_00508,Michelle Callahan,Ajman,6/10/2025,Referral,Regular
CUST_00509,Jessica Bennett,Dubai,1/26/2025,App,Regular
CUST_00510,Chad Miller,Dubai,7/22/2025,Web,Regular
CUST_00511,Dan Richards,Dubai,5/20/2025,Call Center,VIP
CUST_00512,Jessica Davis,Dubai,3/16/2025,App,Regular
CUST_00513,Tony Hunt,Dubai,9/5/2025,App,Regular
CUST_00514,Summer Martin,Abu Dhabi,10/14/2025,Referral,Regular
CUST_00515,Carl Todd,Ajman,1/8/2025,Call Center,Regular
CUST_00516,Kimberly Evans,Abu Dhabi,8/5/2025,Call Center,Regular
CUST_00517,Christian Henderson,Dubai,10/27/2025,Referral,Regular
CUST_00518,Stephen Walters,Sharjah,2/27/2025,Call Center,Regular
CUST_00519,Julie Flores,Abu Dhabi,5/7/2025,Web,Premium
CUST_00520,Isabella Morris,Sharjah,3/4/2025,App,Regular
CUST_00521,Pamela Black,Abu Dhabi,7/2/2025,App,VIP
CUST_00522,Tamara Ward,Dubai,3/29/2025,Web,Regular
CUST_00523,Barbara Cherry,Dubai,7/20/2025,Referral,Regular
CUST_00524,Matthew Hall,Dubai,3/11/2025,Referral,Regular
CUST_00525,Kayla Ruiz,Abu Dhabi,12/6/2025,Referral,Regular
CUST_00526,Jeffrey Thompson,Abu Dhabi,3/21/2025,App,Regular
CUST_00527,Courtney Summers,Sharjah,7/30/2025,App,Regular
CUST_00528,Kelly Scott,Sharjah,9/14/2025,App,Regular
CUST_00529,Maurice Clayton,Dubai,12/2/2025,App,VIP
CUST_00530,Ruth Horne,Dubai,5/7/2025,App,Regular
CUST_00531,Brittney Roberts,Dubai,10/26/2025,Referral,Regular
CUST_00532,Jason Moore,Ajman,5/19/2025,Referral,Regular
CUST_00533,Kristen Alvarado,Sharjah,1/30/2025,Web,Regular
CUST_00534,Julia Lowe,Dubai,10/4/2025,Referral,Regular
CUST_00535,Timothy Smith,Sharjah,9/11/2025,App,Premium
CUST_00536,Ryan Taylor,Ras Al Khaimah,5/11/2025,Referral,Regular
CUST_00537,Blake Parker,Sharjah,8/30/2025,Referral,Regular
CUST_00538,Brandon Peterson,Dubai,11/7/2025,App,Premium
CUST_00539,Amy Phelps,Abu Dhabi,12/26/2025,Web,Regular
CUST_00540,Katherine Oconnor,Dubai,12/17/2025,Referral,Regular
CUST_00541,Steven Lee,Sharjah,12/10/2025,Web,Premium
CUST_00542,James Carrillo,Abu Dhabi,9/6/2025,Web,Premium
CUST_00543,Christian Livingston,Sharjah,10/24/2025,Call Center,Regular
CUST_00544,Daniel Hudson,Ajman,3/15/2025,Call Center,Regular
CUST_00545,David Morris,Sharjah,7/23/2025,Web,Regular
CUST_00546,Bruce Webb,Dubai,1/30/2025,Web,Regular
CUST_00547,Molly Scott,Dubai,3/24/2025,Web,Regular
CUST_00548,Donald Webb,Abu Dhabi,4/25/2025,App,VIP
CUST_00549,Samantha Simpson,Ajman,1/25/2025,Referral,Premium
CUST_00550,Michelle Mendoza,Dubai,6/4/2025,Referral,Regular
CUST_00551,John Nguyen,Dubai,4/3/2025,Referral,Regular
CUST_00552,Sarah Black DVM,Dubai,1/6/2025,Web,Premium
CUST_00553,John Ellison,Ajman,3/22/2025,Referral,VIP
CUST_00554,Adam Montgomery,Abu Dhabi,10/27/2025,Referral,Regular
CUST_00555,Richard Hoffman,Dubai,2/6/2025,App,VIP
CUST_00556,Raymond Goodwin,Sharjah,11/17/2025,Web,Regular
CUST_00557,Lisa Soto,Dubai,2/28/2025,App,Premium
CUST_00558,Kathy Brown,Dubai,3/9/2025,Web,Regular
CUST_00559,Darren Sanchez,Ajman,7/17/2025,Call Center,VIP
CUST_00560,Melissa Shea,Dubai,9/28/2025,App,Premium
CUST_00561,Jessica Campbell,Sharjah,9/1/2025,Web,Regular
CUST_00562,Erin Yang,Dubai,7/23/2025,Call Center,Regular
CUST_00563,Bryan Payne,Abu Dhabi,7/4/2025,Call Center,Regular
CUST_00564,Amy Gibson,Abu Dhabi,4/24/2025,Referral,Regular
CUST_00565,Courtney Salas,Ras Al Khaimah,5/8/2025,Call Center,VIP
CUST_00566,Elizabeth Paul,Dubai,6/6/2025,App,Regular
CUST_00567,Michelle Johnson,Dubai,10/21/2025,App,Regular
CUST_00568,Wanda Wright,Ajman,3/13/2025,Referral,Regular
CUST_00569,Keith Butler,Dubai,9/8/2025,Referral,Regular
CUST_00570,Pamela Palmer,Dubai,3/28/2025,Call Center,Regular
CUST_00571,Alexis Moses,Sharjah,2/9/2025,Referral,Regular
CUST_00572,Thomas Nunez,Sharjah,7/7/2025,Web,Regular
CUST_00573,Chelsea Robinson,Abu Dhabi,10/1/2025,App,Regular
CUST_00574,Troy Stevenson,Sharjah,11/26/2025,App,Premium
CUST_00575,Brandon Leonard,Abu Dhabi,2/15/2025,Web,Regular
CUST_00576,Bradley Martin,Dubai,9/14/2025,Referral,Regular
CUST_00577,Elizabeth Gonzalez,Abu Dhabi,1/27/2025,Referral,Regular
CUST_00578,Scott Rivera,Dubai,4/6/2025,Referral,Regular
CUST_00579,Tracy Mcdaniel MD,Abu Dhabi,8/16/2025,Call Center,Regular
CUST_00580,Jeffrey Ross,Sharjah,1/23/2025,Referral,Premium
CUST_00581,Elizabeth Garcia,Ajman,11/10/2025,App,Regular
CUST_00582,Brian Rivera,Dubai,2/20/2025,Call Center,Premium
CUST_00583,Anthony Schneider,Dubai,6/14/2025,App,Regular
CUST_00584,Joshua Hughes,Abu Dhabi,3/20/2025,Web,VIP
CUST_00585,Erik Johnson,Dubai,1/18/2025,App,Regular
CUST_00586,Robert Ritter,Ajman,12/18/2025,App,Regular
CUST_00587,Jamie Estes,Dubai,5/5/2025,App,Regular
CUST_00588,Patrick Hart,Sharjah,11/22/2025,Referral,Premium
CUST_00589,Brian Smith,Abu Dhabi,7/18/2025,App,Premium
CUST_00590,Willie Haney,Ajman,9/8/2025,Web,VIP
CUST_00591,Mark Barnes,Sharjah,3/19/2025,Referral,Regular
CUST_00592,John Stewart,Ajman,1/18/2025,Call Center,Premium
CUST_00593,Aaron Gonzalez,Abu Dhabi,12/18/2025,Web,VIP
CUST_00594,Vincent Bates,Dubai,9/19/2025,Web,Premium
CUST_00595,Sarah Brown,Sharjah,6/14/2025,App,Regular
CUST_00596,Sheila Stout,Abu Dhabi,3/19/2025,Referral,Regular
CUST_00597,Rita Robbins,Abu Dhabi,6/21/2025,Web,Premium
CUST_00598,Laura Cross,Sharjah,11/24/2025,Call Center,Regular
CUST_00599,Jessica Whitaker,Abu Dhabi,11/26/2025,Call Center,Regular
CUST_00600,Michelle Bradley,Abu Dhabi,3/5/2025,Referral,VIP
CUST_00601,Elizabeth Flores,Dubai,2/13/2025,Call Center,Premium
CUST_00602,Olivia Robinson,Abu Dhabi,9/9/2025,Call Center,Regular
CUST_00603,Jerry Richmond,Dubai,9/30/2025,Referral,Regular
CUST_00604,Julie Morgan,Abu Dhabi,8/30/2025,App,Regular
CUST_00605,Chad Jackson,Dubai,1/4/2025,Web,Premium
CUST_00606,Ronald Jimenez,Dubai,11/10/2025,App,Regular
CUST_00607,Charlene Mullins,Dubai,7/3/2025,Call Center,Regular
CUST_00608,David Bonilla,Dubai,5/28/2025,Referral,Regular
CUST_00609,Joshua Wong,Abu Dhabi,11/12/2025,App,Regular
CUST_00610,Gary Cobb,Abu Dhabi,3/4/2025,Call Center,Premium
CUST_00611,Robert Castro,Dubai,6/6/2025,Referral,Premium
CUST_00612,Claire Cervantes,Sharjah,3/23/2025,Web,Regular
CUST_00613,Laurie Howard,Dubai,6/23/2025,Web,Regular
CUST_00614,Michael Baker,Dubai,4/26/2025,Web,Regular
CUST_00615,Alexander Kirby,Abu Dhabi,6/2/2025,Call Center,Regular
CUST_00616,Becky Walker,Dubai,8/28/2025,Web,Premium
CUST_00617,Maria Williams,Abu Dhabi,2/22/2025,Web,Regular
CUST_00618,Melinda Cobb,Dubai,12/31/2025,Referral,Regular
CUST_00619,Nicole Jensen,Abu Dhabi,7/19/2025,Referral,Regular
CUST_00620,Brooke Spears,Sharjah,2/4/2025,Web,Regular
CUST_00621,Ryan Orozco,Abu Dhabi,1/13/2025,Web,Regular
CUST_00622,Chelsea Bradley,Dubai,6/14/2025,Call Center,Regular
CUST_00623,Jordan Figueroa,Sharjah,4/27/2025,Web,Regular
CUST_00624,Nicole Rosales DDS,Dubai,6/16/2025,Call Center,Regular
CUST_00625,Jennifer Young,Abu Dhabi,3/6/2025,Web,Regular
CUST_00626,Tyler Benitez,Abu Dhabi,5/12/2025,Web,Regular
CUST_00627,Jessica Marshall,Dubai,1/14/2025,App,Premium
CUST_00628,Thomas Jones,Sharjah,6/8/2025,Referral,Regular
CUST_00629,Bruce Saunders,Dubai,8/27/2025,Web,Premium
CUST_00630,George Davis,Sharjah,11/27/2025,Referral,VIP
CUST_00631,Courtney Luna,Abu Dhabi,6/12/2025,Referral,Regular
CUST_00632,Alan Mercado,Sharjah,7/3/2025,App,Regular
CUST_00633,Ruth Moon,Dubai,1/28/2025,Call Center,Regular
CUST_00634,Amy Smith,Abu Dhabi,3/21/2025,Referral,VIP
CUST_00635,Travis Armstrong,Dubai,5/28/2025,App,Regular
CUST_00636,Michael Maynard,Dubai,4/17/2025,Web,Regular
CUST_00637,Nicole Newman,Dubai,1/21/2025,Web,Regular
CUST_00638,Brooke Chambers,Dubai,11/11/2025,Call Center,Regular
CUST_00639,Kaylee Donaldson,Ras Al Khaimah,11/5/2025,Web,Regular
CUST_00640,Becky Clark,Dubai,9/20/2025,Referral,Regular
CUST_00641,Michelle Reeves,Dubai,1/12/2025,Referral,Regular
CUST_00642,John Harris,Dubai,1/5/2025,App,Regular
CUST_00643,Nicholas Shelton,Dubai,11/9/2025,Web,VIP
CUST_00644,Peter Cummings,Sharjah,4/14/2025,Web,Regular
CUST_00645,Sandra Sutton,Dubai,5/30/2025,Referral,Regular
CUST_00646,Colleen Campbell,Abu Dhabi,10/1/2025,Web,Regular
CUST_00647,Todd Walls,Abu Dhabi,12/20/2025,Web,Regular
CUST_00648,Roy Garrett,Abu Dhabi,1/1/2026,Web,Regular
CUST_00649,Richard Franklin,Sharjah,12/2/2025,App,Premium
CUST_00650,Thomas Kennedy,Abu Dhabi,6/30/2025,Call Center,Regular
CUST_00651,Veronica Ruiz,Dubai,1/25/2025,Referral,Regular
CUST_00652,Cindy Ray,Abu Dhabi,3/4/2025,Referral,Regular
CUST_00653,Jonathan Solis,Abu Dhabi,7/9/2025,Call Center,Premium
CUST_00654,Jill Mitchell,Abu Dhabi,1/24/2025,Call Center,VIP
CUST_00655,Paige Lewis,Abu Dhabi,1/24/2025,Web,Regular
CUST_00656,Miguel Reed,Dubai,11/5/2025,Web,Regular
CUST_00657,Jermaine Reyes,Dubai,6/19/2025,Referral,Regular
CUST_00658,Mariah Guerra,Abu Dhabi,6/1/2025,Web,Regular
CUST_00659,Erika Ruiz,Abu Dhabi,2/7/2025,Web,Regular
CUST_00660,Julie Graham,Abu Dhabi,10/24/2025,Web,Regular
CUST_00661,Joseph Solis,Abu Dhabi,12/7/2025,Call Center,VIP
CUST_00662,Amy Arnold,Abu Dhabi,9/26/2025,Referral,VIP
CUST_00663,Thomas Sherman,Abu Dhabi,4/25/2025,Referral,Regular
CUST_00664,Joanne Martin,Abu Dhabi,5/21/2025,Referral,Regular
CUST_00665,Thomas Sherman,Abu Dhabi,9/13/2025,Call Center,Regular
CUST_00666,Scott Jenkins,Dubai,8/9/2025,Web,Premium
CUST_00667,Christopher Duncan,Abu Dhabi,4/25/2025,App,Regular
CUST_00668,Ronald Young,Dubai,3/31/2025,Call Center,Regular
CUST_00669,Charles Moody,Sharjah,5/23/2025,Web,VIP
CUST_00670,Kathryn Leonard,Dubai,2/3/2025,Web,Regular
CUST_00671,Mr. Christopher Salazar,Ras Al Khaimah,5/18/2025,Call Center,Regular
CUST_00672,Preston French,Sharjah,5/24/2025,App,Premium
CUST_00673,Lauren Diaz,Dubai,3/8/2025,Call Center,Premium
CUST_00674,Rodney Ramsey,Abu Dhabi,5/29/2025,Web,Regular
CUST_00675,Jessica Abbott MD,Sharjah,9/20/2025,App,Regular
CUST_00676,Brandi Roy,Abu Dhabi,3/4/2025,Web,Regular
CUST_00677,Raymond Erickson,Sharjah,8/8/2025,Call Center,VIP
CUST_00678,Scott Robertson,Abu Dhabi,1/21/2025,App,Regular
CUST_00679,Gregory Medina,Sharjah,6/7/2025,App,VIP
CUST_00680,Matthew Lee,Ajman,10/31/2025,Web,Regular
CUST_00681,Michael Young,Sharjah,8/30/2025,Referral,Regular
CUST_00682,Peggy Deleon,Abu Dhabi,8/19/2025,Referral,Regular
CUST_00683,Martin Young,Dubai,11/17/2025,Referral,Regular
CUST_00684,Victoria Hamilton,Dubai,6/29/2025,Referral,VIP
CUST_00685,Megan Flores,Dubai,1/2/2026,App,Premium
CUST_00686,Ian Brock,Abu Dhabi,1/28/2025,Call Center,Premium
CUST_00687,Emma Estrada,Sharjah,6/14/2025,Web,VIP
CUST_00688,Thomas Hicks,Sharjah,4/25/2025,Call Center,Regular
CUST_00689,Randall Jackson,Dubai,3/29/2025,Web,Regular
CUST_00690,Andrew Cunningham,Abu Dhabi,7/12/2025,App,Regular
CUST_00691,Stephanie Graham,Abu Dhabi,5/13/2025,App,Regular
CUST_00692,Robin Bennett,Ajman,5/23/2025,Referral,Regular
CUST_00693,Christopher Cole,Ras Al Khaimah,9/22/2025,Web,Premium
CUST_00694,Deanna Phillips,Dubai,8/16/2025,App,Regular
CUST_00695,Evan Rogers,Dubai,6/27/2025,Web,Regular
CUST_00696,Victoria Knight,Abu Dhabi,1/10/2025,Web,Regular
CUST_00697,Nancy Murphy,Dubai,11/16/2025,App,Regular
CUST_00698,James Rogers,Dubai,3/6/2025,Web,Regular
CUST_00699,David Jackson MD,Abu Dhabi,12/30/2025,Call Center,Premium
CUST_00700,Benjamin Walter,Ras Al Khaimah,6/1/2025,Web,Regular
CUST_00701,Sue Smith,Dubai,11/19/2025,App,Regular
CUST_00702,Andrea Evans,Dubai,8/3/2025,Web,Regular
CUST_00703,Adam Kelly,Sharjah,10/27/2025,Web,Regular
CUST_00704,Thomas Jackson,Abu Dhabi,2/25/2025,Web,Regular
CUST_00705,Mary Strickland,Sharjah,2/16/2025,Web,VIP
CUST_00706,Michael Mccall,Abu Dhabi,5/22/2025,Web,Regular
CUST_00707,Eric Burns,Dubai,11/1/2025,Referral,Regular
CUST_00708,Rebecca Moody,Abu Dhabi,10/24/2025,Web,Regular
CUST_00709,Diana Thompson,Dubai,3/26/2025,Call Center,Premium
CUST_00710,Michael Riley,Sharjah,1/31/2025,Call Center,Regular
CUST_00711,Jeffrey Patrick,Abu Dhabi,9/29/2025,Referral,Regular
CUST_00712,Amy Rodriguez,Dubai,9/3/2025,Referral,Regular
CUST_00713,Kristy Blackwell,Dubai,2/11/2025,App,Regular
CUST_00714,Micheal Mitchell,Ras Al Khaimah,7/3/2025,Call Center,Regular
CUST_00715,Michael Howard,Ajman,3/18/2025,Referral,Regular
CUST_00716,Steven Robbins,Sharjah,5/7/2025,App,Regular
CUST_00717,Phillip Moore,Dubai,8/22/2025,Web,Regular
CUST_00718,Veronica Adams,Dubai,6/14/2025,Call Center,Regular
CUST_00719,Leroy Hammond,Abu Dhabi,6/5/2025,Referral,Premium
CUST_00720,Erin Moreno,Dubai,4/4/2025,Web,Regular
CUST_00721,Christopher Evans,Dubai,4/17/2025,Web,VIP
CUST_00722,Terry Webb,Dubai,7/20/2025,Referral,Regular
CUST_00723,Veronica Davis,Sharjah,2/5/2025,App,Regular
CUST_00724,Dawn Jones,Abu Dhabi,9/3/2025,App,Regular
CUST_00725,Martin Coleman,Ajman,11/5/2025,Referral,Regular
CUST_00726,Timothy Shepherd,Dubai,1/27/2025,Web,Regular
CUST_00727,Joseph Morrison,Sharjah,1/9/2025,App,Regular
CUST_00728,Terri Black DDS,Ras Al Khaimah,4/11/2025,Call Center,Regular
CUST_00729,Diana Allen,Dubai,8/19/2025,App,Premium
CUST_00730,Gina Harrington,Dubai,5/29/2025,Call Center,Regular
CUST_00731,Catherine Morales,Dubai,3/14/2025,App,Regular
CUST_00732,Brian Oconnell,Abu Dhabi,12/6/2025,Referral,Premium
CUST_00733,Joseph Francis,Dubai,10/15/2025,Call Center,Premium
CUST_00734,Jennifer Taylor,Ajman,1/23/2025,App,Regular
CUST_00735,Antonio Reyes,Abu Dhabi,12/12/2025,App,Regular
CUST_00736,Katelyn Ho,Abu Dhabi,6/21/2025,Web,Regular
CUST_00737,Justin Walsh,Ras Al Khaimah,12/16/2025,Referral,Regular
CUST_00738,Michelle Petersen,Dubai,7/24/2025,Call Center,Premium
CUST_00739,David Sanchez,Abu Dhabi,11/3/2025,App,Regular
CUST_00740,William Walters,Sharjah,12/11/2025,Referral,Regular
CUST_00741,Jennifer Sanchez,Abu Dhabi,8/12/2025,Call Center,Regular
CUST_00742,Grant Vazquez,Abu Dhabi,12/30/2025,Call Center,Regular
CUST_00743,John Alvarado,Abu Dhabi,8/1/2025,Web,Regular
CUST_00744,Dalton Smith,Abu Dhabi,4/26/2025,Web,Premium
CUST_00745,Joseph Lewis,Abu Dhabi,8/31/2025,Web,Regular
CUST_00746,Shawn Meyer,Abu Dhabi,9/6/2025,Call Center,Regular
CUST_00747,Ruth Delgado,Sharjah,12/30/2025,Call Center,Regular
CUST_00748,Kyle Gutierrez,Sharjah,7/30/2025,App,Regular
CUST_00749,Scott Kim,Ras Al Khaimah,6/3/2025,Referral,VIP
CUST_00750,David Green,Ras Al Khaimah,10/23/2025,Call Center,Regular
CUST_00751,Virginia Hammond,Ajman,4/12/2025,Referral,Premium
CUST_00752,Kimberly Chavez,Dubai,11/21/2025,App,Regular
CUST_00753,Joseph Ruiz,Abu Dhabi,6/16/2025,App,Regular
CUST_00754,Justin Lozano,Dubai,1/29/2025,Web,Regular
CUST_00755,Emily Wyatt,Dubai,7/26/2025,Referral,Premium
CUST_00756,Anita Brewer,Sharjah,7/25/2025,Referral,Regular
CUST_00757,Eric Burton,Dubai,9/22/2025,Web,Premium
CUST_00758,Jennifer Wilkins,Abu Dhabi,10/16/2025,App,Regular
CUST_00759,Allison Williams,Abu Dhabi,6/9/2025,App,Regular
CUST_00760,Lindsay Moore,Ras Al Khaimah,9/19/2025,Referral,Regular
CUST_00761,Duane Becker,Dubai,11/3/2025,App,Regular
CUST_00762,Samuel Hill,Sharjah,1/8/2025,App,Regular
